gene	Npart
NOXA1	1
ARG1	1
MIR1260B	1
MIR6742	1
ERVW-1	1
LHFPL6	1
PIGV	1
ARMC9	1
SLC35A5	1
PAXX	1
RIPK1	1
ZFAND1	1
DENND4B	1
ZNF175	1
PILRA	1
HSP90AB1	1
DSTYK	1
AIFM2	1
LOC102723566	1
ERCC8	1
IGSF23	1
MIR425	1
CLPTM1	1
CFAP70	1
ZNF573	1
SNRNP48	1
PROZ	1
TYSND1	1
MIR3649	1
ADRM1	1
SIN3B	1
AKNAD1	1
EVPL	1
COPS8	1
FOXJ1	1
ALDH9A1	1
ETHE1	1
SNORA36C	1
MAP4K5	1
EDF1	1
SLC35E3	1
ZNF37A	1
LINC02024	1
C3	1
GPR160	1
ZIM2-AS1	1
SLC47A1	1
C1orf174	1
NEK7	1
ROBO2	1
SRPK2	1
ZNF343	1
TMEM14A	1
BLM	1
HAX1	1
LINC02332	1
SIPA1L3	1
PLCL2	1
DDHD1	1
CNST	1
POLR2B	1
ASAP3	1
EDRF1-AS1	1
ZNF407	1
MDS2	1
PSMB6	1
PDHB	1
TSSK3	1
H2BC21	1
MIR151B	1
HDHD5	1
CEP250	1
PLEKHG1	1
GFOD3P	1
MIR586	1
TP53	1
IPMK	1
BRAF	1
POU6F2-AS1	1
PDZK1	1
NKX2-4	1
ZSWIM9	1
ATP4B	1
DNAJC2	1
VTI1B	1
TSNARE1	1
PID1	1
ZL26	1
SNRPD3	1
MIR3975	1
ZNF865	1
TRABD	1
KAT14	1
BOK	1
CNPY3	1
KCNMA1	1
SNORA27	1
CHMP4B	1
MIR1273C	1
CABP7	1
VWCE	1
EHBP1L1	1
CFAP20DC	1
ICE2	1
ODAD3	1
MIR8064	1
LZTR1	1
SPEN	1
AFDN	1
LYPLA2	1
CPQ	1
SNRK	1
P2RY11	1
MATN2	1
RPS16_3_702	1
FADS2	1
FAM76A	1
CNTN5	1
PHYKPL	1
PDLIM5	1
ZC3H7A	1
CEP57	1
EHD4	1
ZL43	1
PTER	1
LARP7	1
FANCL	1
PPP1CB	1
E2F4	1
ELL	1
FAM83A	1
WTIP	1
MIR548AG1	1
HGS	1
SHC1	1
PLEKHB2	1
VHLL	1
BARX1-DT	1
MMP25	1
MED4	1
YIPF2	1
SHROOM3	1
NCK1	1
ZNF835	1
SDHB	1
TRIP12	1
OSER1	1
CTU2	1
UCP3	1
CD55	1
SCGN	1
GRIPAP1	1
MIR6837	1
THAP12	1
PPP1R2	1
ETS1-AS1	1
SLC35C2	1
SNORD32A	1
GMNN	1
HPN-AS1	1
LOC100129534	1
TULP4	1
PPAN-P2RY11	1
SLC1A1	1
TPSAB1	1
ZSWIM1	1
NKX2-3	1
RCOR3	1
ADGRE5	1
KPNA3	1
LOC101927948	1
PYGO2	1
APBA1	1
SNORD41	1
SLC25A30-AS1	1
FHL5	1
SCRN3	1
CASK	1
COL6A2	1
RBM8A	1
MIR544B	1
CD4	1
OTULIN	1
GS1-279B7.1	1
PACRGL	1
GRN	1
PGGHG	1
TIPIN	1
CSK	1
LINC00351	1
HIBADH	1
DHX8	1
MIR1269A	1
UBL7	1
NUP50-DT	1
MIR1322	1
ELK1	1
PLA2G4B	1
GHSR	1
GARIN5A	1
SPPL2A	1
CYP2R1	1
IFRD1	1
ZNF687	1
ARMC8	1
GSDME	1
LRP2BP	1
SF3B5	1
THBS4-AS1	1
FA2H	1
CNPPD1	1
NKAP	1
LTB4R	1
ANTXR2	1
PIGG	1
MRPS23	1
ZFP1	1
PURA	1
B3GALT1-AS1	1
MBTD1	1
LEMD1-AS1	1
PDZRN4	1
MGAT2	1
PLA2G4C	1
LINC00290	1
LINC03004	1
ABHD17B	1
ERFE	1
LINC01599	1
MRPL13	1
NAIF1	1
PMPCB	1
MIR2053	1
CENPH	1
RRP9	1
LINC01941	1
KRT8P41	1
ELF1	1
UCKL1	1
SELENOS	1
FRMD8	1
GHDC	1
TEX15	1
TPH2	1
GATA6	1
RPUSD1	1
RAB3GAP1	1
COX20	1
USP19	1
GTF3C2-AS1	1
SNRPF	1
CSNK1G1	1
GALNT2	1
GOLGA5	1
MTERF2	1
LINC01635	1
SSBP4	1
CAT	1
SOD1	1
MCOLN3	1
MIR6133	1
EDEM2	1
SP1	1
RIOK1	1
THUMPD1	1
CYBA	1
ZMYM4	1
FXR1	1
RNU3P3|U3|U3.5|u3.7	1
FANCC	1
RNF4	1
CBX6	1
PTCD3	1
TCEANC	1
U103	1
ACOT12	1
ACIN1	1
ARID4B	1
C4orf10|RES4-24	1
MKI67	1
NSMAF	1
RIPK2	1
RB1	1
EVA1A-AS	1
UBA1	1
TMEM62	1
ZNF518A	1
MCF2	1
QARS1	1
DERL1	1
CCS	1
SWAP70	1
MIR4689	1
GRAMD1C	1
BATF2	1
ATP5PO	1
SCCPDH	1
MORN3	1
SNX16	1
HSPB1	1
PRKRIP1	1
DHX33	1
LINC02420	1
MAMSTR	1
DRG2	1
PLAC8L1	1
GAB1	1
RAB11FIP1	1
TPCN1	1
HSD17B10	1
INE2	1
CDC5L	1
KIF3B	1
CNIH2	1
MIR7703	1
DNAJC11	1
C10orf91	1
NFYA	1
UMAD1	1
FBXW4	1
IQCF6	1
USP44	1
VPS50	1
MIR505	1
HLF	1
ZNF608	1
ZBTB48	1
ZNF292	1
SLC50A1	1
LINC01970	1
FANCG	1
PDLIM7	1
CHRNB2	1
TRIM56	1
EML6	1
BSDC1	1
MIR629	1
MELK	1
SLC9A1	1
NUCB2	1
H2BC3	1
CD8B2	1
PYROXD1	1
TMA7	1
SRPRB	1
GTF2I	1
DHPS	1
PANTR1	1
GPKOW	1
CLEC12A	1
MIR92B	1
WDSUB1	1
RNF146	1
CTBP2	1
AACS	1
FOXP4-AS1	1
CDH9	1
CLTCL1	1
PSMB5	1
MIR32	1
PDCL	1
USP6NL-AS1	1
FAM120C	1
SMAD3	1
ZNF224	1
MIR6751	1
NPW	1
TANK	1
SHLD3	1
BBLN	1
ZDHHC11B	1
SCARNA3	1
DIAPH1	1
PHLDA1	1
RAB30	1
DHX34	1
PFDN2	1
ZCCHC10	1
TAPT1	1
LRG1	1
MEIS2	1
BRPF1	1
ETNK1	1
MIR6794	1
NAAA	1
SLC44A1	1
SCN9A	1
PGPEP1L	1
CERS6-AS1	1
PODN	1
CPSF4	1
SLC17A8	1
TRIML1	1
NAT14	1
CKS1B	1
CLIP3	1
ADNP	1
PTBP3	1
ZDHHC16	1
SELENOT	1
LIG1	1
LINC00682	1
R3HCC1L	1
ATP5MC1	1
MAPKAPK3	1
G3BP2	1
RNU1-4	1
LINC01772	1
TRPV1	1
POMP	1
SERGEF	1
WDR43	1
CTNND1	1
MACIR	1
OVOL3	1
METTL9	1
NDUFAF6	1
BAIAP3	1
MIR3160-1	1
ARID1B	1
NSFL1C	1
IL17RA	1
KCNK13	1
MED20	1
ISY1	1
MIR4738	1
HCCS	1
HS6ST1	1
ACSM6	1
JPH1	1
B3GNT4	1
INSM1	1
VAPA	1
ATP6V1G1	1
CIC	1
NXPE3	1
TBCA	1
LOC100419170	1
UBE2N	1
USF2	1
SNORD94	1
CD2AP	1
LAMP5-AS1	1
NKX2-5	1
PPP1R2C	1
TMEM65	1
TOGARAM1	1
ONECUT3	1
CDH8	1
ZP1	1
STARD4-AS1	1
MTMR3	1
RSL1D1	1
PYCR2	1
MIR4655	1
ELOC	1
RPS27L	1
SLC29A1	1
IL23A	1
PIGX	1
MDFIC2	1
SPCS3	1
OFD1	1
SHANK1	1
AP4M1	1
IRF2BP2	1
NELL2	1
IL4R	1
UTP3	1
RBM47	1
MIR643	1
LTB4R2	1
MICAL1	1
PPP3R1	1
LINC00852	1
IAH1	1
ZNF507	1
MIR3198-2	1
MTM1	1
RRM2B	1
FASLG	1
BAIAP2L1	1
TMED5	1
C6orf59|NCRNA00241	1
PIK3R3	1
GORASP2	1
LINC00598	1
CERS2	1
INSL6	1
HECW2-AS1	1
PGLS-DT	1
SVIL-AS1	1
FN3K	1
LYSMD4	1
AXIN2	1
MANBAL	1
GNG13	1
CMTM7	1
GANC	1
MIR6734	1
MDH2	1
PQBP1	1
PCBD1	1
PARP14	1
MIR4426	1
ERI3-IT1	1
PRKCZ-AS1	1
HINFP	1
RDH10-AS1	1
VAMP1	1
LMO7	1
CACNA1A	1
ZNF233	1
METTL3	1
RAC3	1
DYNLL1	1
SUMO3	1
DENND2D	1
TNFRSF10B-AS1	1
ULK4	1
PPHLN1	1
TUBA4B	1
EID3	1
RHBDL3	1
RTN3	1
TYK2	1
ENDOG	1
KLHL21	1
NIP7	1
ATXN1	1
NGDN	1
ANKRD17	1
SLC45A2	1
CRACR2A	1
HAUS5	1
PHF5A	1
ZFYVE1	1
MUS81	1
DPM3	1
MIR7-1	1
MIR4721	1
N4BP2L2-IT2	1
HOXA-AS3	1
ZNF763	1
OSMR	1
EFCAB12	1
GPR82	1
TBCB	1
FAM86C2P	1
APOA1	1
TMEM104	1
PATL1	1
SNX12	1
GPR83	1
THAP9-AS1	1
ACAP3	1
CFAP126	1
HAO1	1
PLCG1	1
AKR1C2	1
MAN2A2	1
SLC39A10	1
SERINC5	1
MIR5010	1
HCFC1R1	1
CPZ	1
PAQR3	1
UBL3	1
TMEM64	1
ATG13	1
YWHAG	1
CFAP410	1
PIM1	1
SPATS1	1
CCAR2	1
RUFY1-AS1	1
ACVR1B	1
CYTOR	1
GSE1	1
PWWP2A	1
MIR6885	1
LINC01578	1
NYAP1	1
ARNT	1
ATP5MC2	1
ZNF445	1
LRP5L	1
PIP5K1C	1
PTBP1	1
C3orf38	1
PFDN1	1
TRAF3IP1	1
PRORP	1
FARS2	1
LINC00261	1
RIC1	1
ARID2	1
MAU2	1
DAPP1	1
SYN3	1
SIRT1	1
MIR4722	1
MRPS10	1
MPHOSPH10P1	1
OSBPL6	1
NPR2	1
RNF40	1
APMAP	1
IGF2BP2	1
TAS2R3	1
FREY1	1
SNORD28	1
ATP2A3	1
POLE4	1
RABL6	1
PHF10	1
DCAF12	1
TTC3	1
INTU	1
TOM1L2	1
LINC02150	1
MIR3909	1
ACADM	1
LINC02426	1
ACSL3	1
ZNF506	1
KRAS	1
NRAS	1
PPARG	1
ICE1	1
LINC01192	1
CDC42EP1	1
VPS11	1
TRIM44	1
GAD2	1
LSM11	1
MIR6740	1
LINC01948	1
FOXO4	1
NUP42	1
BOLA3-DT	1
SNAP47	1
ACAD8	1
C5	1
LINC00862	1
PPIF	1
WASHC3	1
PIK3R1	1
MIR661	1
UBN1	1
FAM53A	1
RNA5S14	1
NPAT	1
PTEN	1
ADAMTS14	1
SNHG7	1
MIR9-1HG	1
SNORA5B	1
MIR138-2	1
FEZ2	1
LINC00520	1
CCDC138	1
DOHH	1
ISY1-RAB43	1
NKIRAS1	1
LRRTM3	1
GATD1-DT	1
SNORA20	1
AAMP	1
LCORL	1
SSH2	1
MIR3913-2	1
NEK1	1
OGFOD3	1
PDE12	1
NRF1	1
SNORD88B	1
GDI1	1
SNORA12	1
CDK9	1
LRRC38	1
WASHC5	1
STK10	1
COX8A	1
SNORA9B	1
HIRIP3	1
KRBA2	1
R3HDM1	1
CEP72	1
TUBGCP6	1
HERPUD2	1
FAM178B	1
COL6A1	1
HDHD2	1
SLC35D1	1
APRT	1
SNORA37	1
ZFP28	1
ME2	1
STAB1	1
AJM1	1
PRKACB	1
PLOD3	1
SEMA7A	1
ROGDI	1
LOC105375297	1
STK16	1
MIR4746	1
FH	1
GAST	1
MAG	1
EEA1	1
CHD6	1
RPL4	1
LMBRD1	1
RHOU	1
AHCYL2	1
HSCB	1
CHRNA6	1
MAPK3	1
SPATA2L	1
EIF2B5	1
THADA	1
YBEY	1
DNASE1L1	1
TDP1	1
DECR2	1
ZFP64	1
GSK3A	1
RUNDC1	1
LOC100652758	1
TRIM7	1
EZH1	1
C17orf113	1
ID2	1
NT5DC2	1
H2AJ	1
SNORD96A	1
MIR6853	1
DNAL4	1
POLR3E	1
OVOL1-AS1	1
CRCP	1
AMN1	1
STRIP1	1
NANOS1	1
ZNF56P	1
CAPN5	1
MTO1	1
ZNF566-AS1	1
MTMR6	1
SNORD121A	1
RNF111	1
OSGIN2	1
SH2B2	1
CMC2	1
IL1RAP	1
MAPRE2	1
RNF6	1
RIT1	1
TAF8	1
PAQR6	1
F11R	1
SNORA5A	1
SLC35A3	1
NCKAP5-AS1	1
TP53RK	1
PTOV1-AS1	1
CAPN3	1
SHLD1	1
RRAS2	1
ASAP1-IT2	1
KCTD20	1
HPRT1	1
KLHL24	1
RFT1	1
TTC28	1
NPEPL1	1
GMPS	1
ING2	1
DDHD1-DT	1
ATG9A	1
ZNF529-AS1	1
TRPM4	1
ATP5MGL	1
DPY19L4	1
MRTFA-AS1	1
DNAAF2	1
TAF1B	1
LOC105372069	1
SNIP1	1
PPP2R2A	1
MAN2B1	1
PTMA	1
CRTAP	1
ZNF131	1
COMMD1	1
TRIB2	1
RGPD3	1
NDUFAF5	1
MIR1203	1
ATP6V0B	1
PLEKHB1	1
MMS19	1
MAP2K5	1
HSPA5	1
U103B	1
THAP1	1
CHORDC1	1
ACAD10	1
HADH	1
DAAM1	1
PPP2CB	1
TNFRSF25	1
STS	1
HNRNPA3	1
GPR157	1
SNX15	1
BUB3	1
C2orf49	1
MOV10L1	1
NUP210L	1
VCL	1
AVL9	1
DHX40	1
GPR18	1
NUP54	1
MAT2A	1
TMEM131	1
ZNF263	1
MIR6075	1
MIR6816	1
FGF16	1
ELOVL1	1
SHISA5	1
HIGD1A	1
FHOD1	1
PTPRZ1	1
PRDM9	1
RESF1	1
LIMS1	1
PSMG2	1
PRKACA	1
SNORD56B	1
RYBP	1
MIR4482	1
PRKX-AS1	1
SNORA67	1
TFAP2C	1
ZMYM2	1
NR1H2	1
SIAE	1
INTS5	1
FOXN3	1
MIR146B	1
ELMO2	1
MIR6805	1
NLGN1-AS1	1
ADAM23	1
YJEFN3	1
PPRC1	1
NHLH2	1
TRAM1	1
QPRT	1
NCSTN	1
NRN1L	1
JRK	1
MRI1	1
ZNF536	1
MYO1E	1
DPP9-AS1	1
CEP192	1
DYNAP	1
PVALEF	1
MIR4257	1
SHC2	1
GPHN	1
TSC22D1	1
PDZD4	1
ZNF587	1
MTBP	1
MIR548Z	1
INE1	1
TPM1-AS1	1
RIC3	1
HSD17B1-AS1	1
IQSEC1	1
NISCH	1
ALDH3A2	1
CPEB4	1
LOC730183	1
NCBP2AS2	1
ASB1	1
SNORD12	1
SRSF10	1
OSCP1	1
GPR34	1
ALOX15	1
LINC02987	1
TBC1D24	1
DPAGT1	1
IPP	1
RASAL3	1
DDX3X	1
SERBP1	1
POLR2F	1
SMPD4BP	1
GK5	1
MCM3	1
HPN	1
CASP6	1
NOXRED1	1
RBM3	1
RFX1	1
TMEM248	1
RPL41	1
FAAP20	1
BNIPL	1
ALG1	1
ZC3H10	1
SMIM28	1
HPS4	1
MIR6840	1
NUP58	1
SLC30A7	1
WEE1	1
OSGEPL1	1
ZNF689	1
PPARA	1
SART1	1
MIR6882	1
ACTL7A	1
RASGRP1	1
A1BG-AS1	1
MIR4502	1
ITGA6-AS1	1
GLUD1	1
CSTB	1
PRAC1	1
SCO2	1
ZMYND8	1
NIBAN3	1
CEP41	1
YPEL3-DT	1
PRELID1	1
TRIM22	1
DDX46	1
ZNF256	1
ZC3H15	1
RASSF2	1
ARL14EP	1
HACE1	1
SYNJ2BP-COX16	1
GPR107	1
TEDC1	1
SNORA26	1
KIAA1614	1
ANGPTL3	1
SALL3	1
TMEM203	1
MPP1	1
NAT10	1
RNF32	1
PARD6B	1
KCMF1	1
LINC01816	1
TMEM245	1
KIF20B	1
SSBP3	1
CCND2	1
MIR2054	1
MIR6764	1
DMBX1	1
ATXN7L3	1
ACTL6A	1
MYL5	1
SOS2	1
SLC12A2-DT	1
MXD3	1
AMPD2	1
DPH7	1
FLJ36000	1
USP34	1
PRRC1	1
CNTNAP5-DT	1
ZSCAN32	1
PPIA	1
LOC101929457	1
WDR59	1
RIGI	1
MALSU1	1
TMEM230	1
TRIM35	1
MIR9-1	1
POLD1	1
SHQ1	1
IFT80	1
MYBL2	1
NFE2L2	1
CELA3B	1
ACAA2	1
DIS3L2	1
MCAT	1
SS18	1
BCAS4	1
MIR1343	1
ZNF512B	1
ADAP1	1
ORM1	1
ABITRAM	1
ERMP1	1
NELFCD	1
BUD13	1
VEZF1	1
BAIAP2	1
ANX2L2|ANX2P2|LPC2B	1
MIR3654	1
CDH18	1
NUP50	1
LINC01084	1
FBXO28	1
RUVBL1-AS1	1
RNU6-2	1
TM9SF4	1
CBX8	1
ACOT4	1
RRP8	1
IGLL5	1
MTR	1
FAM39DP	1
ZNF468	1
NOM1	1
CHD2	1
RENBP	1
ORC2	1
GDI2	1
STRIT1	1
SPOUT1	1
NT5C3A	1
FARSA	1
CAPN12	1
PSMA7	1
CCDC134	1
SLC25A32	1
TSPY26P	1
ATG16L1	1
RABGEF1	1
YTHDC1	1
AGPAT2	1
KCNJ14	1
ANAPC2	1
LRRC57	1
STK11IP	1
FAM124B	1
PHRF1	1
ANKRD39	1
ADIPOR2	1
BZW2	1
ZBTB39	1
ZDHHC12-DT	1
ILF3-DT	1
ARL16	1
MITD1	1
HEBP2	1
ENPP7	1
SUOX	1
MRNIP-DT	1
PTTG1IP	1
LOC100134368	1
DSTN	1
EP400P1	1
AVPI1	1
SNORD105	1
ZFC3H1	1
KANSL3	1
MIR6073	1
PKM	1
GFOD2	1
SENP5	1
ADORA2A	1
ORC3	1
SNORD60	1
DNAJB14	1
BEST2	1
ZNF592	1
BAHCC1	1
NIF3L1	1
CPT1C	1
GEMIN7	1
B3GALT2	1
UFL1	1
DLG4	1
REPIN1	1
PSMB7	1
RBM44	1
CDH10	1
MARCHF1	1
KCNJ1	1
C17orf58	1
MYBL1	1
SDHAF2	1
DDHD2	1
RELB	1
KBTBD6	1
PALM3	1
INPP5F	1
SH3GLB1	1
AIRIM	1
MIR193BHG	1
MIR1304	1
DGKQ	1
DCK	1
PIN4	1
CPXM2	1
CEP152	1
C21orf58	1
RAB36	1
PCBP1-AS1	1
MIR320B-2|MIRN320B2|mir-320b-2	1
SLC7A9	1
EXOSC8	1
TFB1M	1
ANAPC5	1
MIR3176	1
JKAMP	1
SMIM17	1
TET2	1
RBMXL1	1
AK3	1
SDHAP3	1
REXO1	1
PBX4	1
ASB7	1
INSL3	1
ABHD17A	1
RIMOC1	1
ZZZ3	1
ZNF479	1
TACC3	1
CEP295	1
LINC01664	1
CPNE3	1
BARHL1	1
SNORD4A	1
LINC02403	1
VNN2	1
ELFN2	1
UBA3	1
SERTAD1	1
GCDH	1
FECH	1
UPK1A	1
RTN4	1
CNTNAP4	1
RBBP9	1
OARD1	1
RNVU1-6	1
LOC100506474	1
TOR1AIP2	1
UPF1	1
GNB1L	1
ULK1	1
NBL1	1
MIR6819	1
LRRN4	1
RTF1	1
PLEKHO2	1
FAM13A	1
C4orf19	1
JMJD7-PLA2G4B	1
LEMD2	1
MRPS31	1
IDH3B	1
TMEM200C	1
SNORA29	1
NAGA	1
LOC339666	1
HEXB	1
RBL2	1
ZNF226	1
MIR3174	1
NMRK1	1
PLK4	1
PHLDB1	1
EYS	1
SFT2D1	1
FAM186B	1
MTCH2	1
EEF2K	1
DOCK11	1
MICU1	1
MAPK9	1
ULK2	1
ZFHX4	1
SCFD2	1
SCAF8	1
ALDH4A1	1
SAP130	1
TMEM127	1
TUBA1B	1
SGTB	1
ALG6	1
RPL22	1
RAD23A	1
NIPA2	1
LINC01477	1
CTSS	1
ABHD14B	1
MTMR1	1
TEAD4	1
PCGF6	1
ATF5	1
IMPG2	1
MIR6889	1
MILIP	1
LMBR1L	1
ARAP2	1
BCOR	1
PMF1	1
SALL1	1
GMFG	1
PELI3	1
THBS2	1
TTTY23	1
AKAP5	1
RPL7L1	1
CCN2	1
VPS4B	1
TENT4A	1
MIR4803	1
SNAPC1	1
OLFML3	1
MIR4666B	1
CCKAR	1
ACTR8	1
EHBP1-AS1	1
ZBED5	1
ZBTB34	1
ZNF746	1
NCOA5	1
SPATA13	1
USP33	1
STK40	1
ESRP1	1
TENM3	1
RUSF1	1
ETV4	1
BMF	1
KRR1	1
CDK5RAP1	1
SIL1	1
SNORA14B	1
ANKRD30A	1
XPC	1
TMEM94	1
SNORD97	1
CCDC162P	1
CCDC127	1
USO1	1
NOP9	1
LINC02912	1
SESN1	1
NFX1	1
GFM1	1
MIR4313	1
ZNF213	1
ASH2L	1
KLHDC2	1
AKAP12	1
TP73	1
SNCA	1
RP9	1
NSUN2	1
SNORD115-24	1
SNORD98	1
LINC00839	1
TRIP4	1
TLDC2	1
SAMD14	1
NDUFA5	1
ASS1	1
SCARNA18B	1
TP53INP2	1
COX6B1	1
ALPL	1
TBC1D13	1
CD320	1
CNPY2	1
MRPL22	1
PEX6	1
COA1	1
MRPS5	1
MIR339	1
FBRSL1	1
TMBIM1	1
PITPNA-AS1	1
TTI2	1
SIGLEC16	1
RFX3	1
SLX9	1
RAB4B	1
LINC01340	1
CHID1	1
ADGRB1	1
NEURL4	1
PIDD1	1
HEATR3	1
MOB4	1
DMRT1	1
MIR3169	1
RNF41	1
CCDC124	1
DESI2	1
ACTR2	1
C6orf62	1
SEMA4A	1
SLITRK1	1
SEL1L	1
LINC01946	1
ARL2BP	1
POGK	1
SLC13A3	1
MIR6849	1
PPIP5K2	1
LUC7L3	1
KNDC1	1
TRERF1	1
MEF2D	1
TARS1	1
LINC02579	1
ST6GALNAC6	1
RPLP2	1
DIAPH1-AS1	1
MIGA2	1
PPP1R15A	1
ITGB5	1
B3GAT2	1
ZNF789	1
SLC25A25	1
ZNF875	1
AAMDC	1
MCCC2	1
SNORD90	1
HNRNPK	1
FAM3C	1
TASOR	1
MIR6749	1
GTF3C4	1
CLSTN1	1
BLTP2	1
MIR1284	1
ANXA2R-OT1	1
MIR4781	1
BIRC3	1
SDAD1-AS1	1
MAOA	1
RPE	1
COX7A1	1
LINC02671	1
DCAF13	1
TP53I11	1
EIF3E	1
KDM7A	1
ROBO1	1
MIR6735	1
MIR6081	1
MIR4636	1
OAS2	1
THEMIS2	1
MFAP1	1
ETV5	1
WSB1	1
TVP23B	1
CC2D1A	1
ADGRL3	1
TIMM22	1
ATP5F1B	1
LINC01377	1
TPRA1	1
FOXI3	1
ZNF627	1
FASTKD3	1
LAMA3	1
SNX10	1
RFWD3	1
PTENP1	1
CHMP2B	1
C10orf67-AS1	1
NT5E	1
MIR6895	1
VEGFB	1
MTRFR	1
HMG20B	1
RADIL	1
TRMT11	1
DLL3	1
DNAJC4	1
PAFAH1B2	1
MIR4517	1
MIR664A	1
CCDC88B	1
PPP1R3E	1
ACTR10	1
CERS5	1
ZNF780B	1
GPR35	1
HAGHL	1
MIR6883	1
MIR155	1
FBXO11	1
ANKRD36BP1	1
AMOT	1
ALDH6A1	1
RASD2	1
LINC03011	1
RAD9B	1
ADCY10	1
ZNF81	1
MIR4304	1
SFN	1
PLPP2	1
HN2	1
CYTH2	1
MIR4513	1
FIBP	1
AFF2	1
TUT1	1
MST1R	1
BIN1	1
PTCD1	1
C1orf127	1
MIR3125	1
COPZ1	1
RORA-AS2	1
MGAT5	1
IRF8	1
DDX47	1
EFHD1	1
ZNRF3	1
PROSER1	1
ZDHHC17	1
HSP90Bd	1
BABAM1	1
SNORA41	1
RUBCN	1
PRMT5	1
CD44	1
SLC8B1	1
MIB1	1
MIR3916	1
POP5	1
RNF34	1
SETD1A	1
OTULINL	1
MIR8068	1
CEP85L	1
RPS6KB1	1
MIR192	1
STMN3	1
EIF4A3	1
PTGS2	1
DDR2	1
TIPARP	1
FAM83F	1
TVP23C	1
GTF3A	1
C2CD4C	1
GTF2E2	1
MIR1257	1
TAS2R39	1
MIR5685	1
ADCK5	1
SULT1A1	1
TCF12	1
TADA1	1
SLC30A6	1
RC3H2	1
PRNP	1
WIPF3	1
SNORD115-1	1
PGM3	1
PABPC1	1
PSMA1	1
IFITM3	1
FN3KRP	1
NOTCH1	1
EIF4E3	1
INCENP	1
MIR7109	1
LDHC	1
ODF4	1
ANKS1B	1
MRPS9-AS1	1
TRAK1	1
EFNA5	1
DDX19A	1
FMC1	1
LRRC14B	1
BAAT	1
MIR663B	1
NRG4	1
CDKN2A	1
HSPH1	1
CBLN2	1
AKIRIN2	1
AKAP11	1
STXBP6	1
CATSPERZ	1
ZSCAN5A	1
ZNF791	1
FIGNL2	1
MYBPC3	1
B3GALNT2	1
LRRC42	1
SFXN4	1
ZHX2	1
NCRNA00265	1
ATG2B	1
CACHD1	1
IARS1	1
ZNF837	1
VAX2	1
NRBP1	1
KCTD2	1
VMP1	1
TH2LCRR	1
LINC02478	1
SNX3	1
PPP1R26	1
RHOF	1
ZNF618	1
TERB1	1
LIMK2	1
SLC3A1	1
DGAT2L6	1
VWF	1
RNVU1-15	1
MRPS14	1
ZNF574	1
PABPC1L	1
OSBPL5	1
SETD7	1
RNVU1-4	1
MTG2	1
SUSD2	1
NTRK1	1
IKBKB	1
DPEP1	1
DYNC1LI1	1
CALM2	1
LDLRAP1	1
SNORD33	1
GPAM	1
AFG3L1P	1
PRKAR1B	1
RDX	1
LBR	1
PPWD1	1
RRP7A	1
GEMIN7-AS1	1
LETM1	1
GNAI3	1
FAM81B	1
MIR573	1
ESD	1
DAGLA	1
FEM1A	1
TNKS2	1
LINC02383	1
ELOVL7	1
AFG3L2	1
SNRNP200	1
CHD5	1
EZR-AS1	1
MTHFD1	1
DOCK9-AS1	1
NUDC	1
ANK1	1
TRMT13	1
POLR3A	1
TMEM115	1
NFKBID	1
FKTN	1
TBKBP1	1
ZNF91	1
ZNF783	1
UBXN11	1
DTWD1	1
TXLNA	1
CDX2	1
PSPC1	1
SLC27A4	1
CEP63	1
SLFN11	1
SEMA4F	1
BOD1L1	1
SERPINF1	1
INAFM2	1
WRN	1
NFKBIZ	1
MIR3657	1
SLTM	1
PHF7	1
SF3A3	1
LINC02225	1
TMOD1	1
EAPP	1
PPFIA4	1
IL12RB1	1
FAM83C	1
ZNF776	1
LPHN3-AS1	1
DRGX	1
CCDC8	1
FBXW9	1
WNT16	1
PBX1	1
FOXN4	1
COA8	1
LOC105369632	1
CD52	1
PHETA2	1
FBXL12	1
KDM5C	1
TMEM134	1
SLC17A5	1
GXYLT1	1
TMEM175	1
NDUFB1	1
FSBP	1
ETAA1	1
SUSD6	1
PIK3R2	1
SRSF11	1
ZNF644	1
SPSB2	1
CCDC142	1
CHST7	1
ELK3	1
GRAMD1B	1
DBH-AS1	1
RIOX2	1
RABGAP1L	1
ASB11	1
RAP2B	1
ZSCAN22	1
SAR1A	1
DUX4	1
ZNF335	1
MIR6752	1
ZMYM6	1
PRKD1	1
DDX55	1
FAH	1
RAB35	1
LMOD3	1
FAM230E	1
DDX23	1
PTPRCAP	1
TUBG1	1
SEPTIN8	1
THSD4	1
ZSCAN2	1
RNF11	1
PPP2R3C	1
C21orf44|NCRNA00159	1
SCLY	1
RGS1	1
OTP	1
OXCT1	1
NDUFA11	1
DHRS12	1
FIGN	1
MIR6852	1
CHFR-DT	1
CTPS2	1
STAP1	1
MEF2A	1
FYCO1	1
TMC2	1
MIR3619	1
EFCAB8	1
GTF2E1	1
UQCC3	1
SNRPE	1
LMNB2	1
CYP51A1	1
LINC01993	1
COMMD7	1
C5orf56|IRF1-AS1	1
MIR6765	1
SPMIP11	1
C11orf58	1
PHACTR2	1
GID8	1
MIR6515	1
MAP2K7	1
PKP2	1
HMBS	1
OSBP	1
GATA4	1
C14orf19	1
LOC101927727	1
TMEM106A	1
PPP4C	1
MCMDC2	1
SEC16A	1
GINS2	1
INVS	1
SV2B	1
ERO1A	1
ELF2	1
LOC102725080	1
PYY2	1
RTF2	1
GCN1	1
